"","gameId","playId","down.x","yardsToGo","quarter","pass_length","pass_location","passer_player_name","pass","run_location","rusher_player_name","rush","first_down","yards_gained","posteam","defteam","week","playDescription","defendersInTheBox","numberOfPassRushers","personnel.defense","sack","interception","play_type","qbr","defRank","isBlitz","totalSacksGame","totalIntGame","avgPassRushers","totalBlitzGame","numDL","numLB","numDB"
"11",2017091004,361,3,8,1,"deep","right","M.Stafford",1,NA,NA,0,0,0,"DET","ARI",1,"(9:51) (No Huddle, Shotgun) M.Stafford pass incomplete deep right to K.Golladay (J.Bethel).",4,4,"1 DL, 3 LB, 7 DB",0,0,"pass",82.7,19,0,0,1,4,0,1,3,7
"12",2017091004,408,1,10,1,"short","right","C.Palmer",1,NA,NA,0,0,3,"ARI","DET",1,"(9:33) (Shotgun) C.Palmer pass short right to Da.Johnson to ARZ 36 for 3 yards (J.Davis).",6,5,"4 DL, 4 LB, 3 DB",0,0,"pass",35.6,21,1,0,1,4.2,1,4,4,3
"13",2017091004,432,2,7,1,NA,NA,NA,0,"left","Da.Johnson",1,0,6,"ARI","DET",1,"(8:57) Da.Johnson left tackle to ARZ 42 for 6 yards (N.Lawson, A.Spence). ARZ-D.Humphries was injured during the play. He is Out.",7,NA,"4 DL, 3 LB, 4 DB",0,0,"run",35.6,21,0,0,1,4.2,1,4,3,4
"14",2017091004,453,3,1,1,NA,NA,NA,0,"left","Da.Johnson",1,0,0,"ARI","DET",1,"(8:37) Da.Johnson left tackle to ARZ 42 for no gain (T.Whitehead; C.Washington).",8,NA,"4 DL, 3 LB, 4 DB",0,0,"run",35.6,21,0,0,1,4.2,1,4,3,4
"15",2017091004,514,1,10,1,NA,NA,"M.Stafford",1,NA,NA,0,0,-7,"DET","ARI",1,"(7:56) M.Stafford sacked at DET 7 for -7 yards (C.Jones).",6,4,"2 DL, 4 LB, 5 DB",1,0,"pass",82.7,19,0,1,1,4,0,2,4,5
"16",2017091004,533,2,17,1,"short","left","M.Stafford",1,NA,NA,0,0,5,"DET","ARI",1,"(7:17) (No Huddle, Shotgun) M.Stafford pass short left to T.Riddick to DET 12 for 5 yards (A.Bethea).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4,0,2,4,5
"17",2017091004,557,3,12,1,"short","left","M.Stafford",1,NA,NA,0,0,0,"DET","ARI",1,"(6:31) (No Huddle, Shotgun) M.Stafford pass incomplete short left. PENALTY on DET-M.Stafford, Intentional Grounding, 9 yards, enforced at DET 12.",5,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4,0,2,4,5
"18",2017091004,590,4,21,1,NA,NA,NA,0,NA,"K.Redfern",1,0,10,"DET","ARI",1,"(6:21) (Punt formation) K.Redfern FUMBLES (Aborted) at DET -8, and recovers at DET -8. K.Redfern pushed ob at DET 13 for 21 yards (I.Momah).",NA,NA,"0 DL, 2 LB, 5 DB, 2 RB,1 TE,1 WR",0,0,"run",82.7,19,0,1,1,4,0,0,2,5
"19",2017091004,624,1,10,1,NA,NA,NA,0,"right","Da.Johnson",1,0,1,"ARI","DET",1,"(6:12) Da.Johnson right tackle to DET 12 for 1 yard (G.Quin; J.Ledbetter).",7,NA,"4 DL, 3 LB, 4 DB",0,0,"run",35.6,21,0,0,1,4.2,1,4,3,4
"20",2017091004,661,2,9,1,NA,NA,NA,0,"right","Da.Johnson",1,0,1,"ARI","DET",1,"(5:32) Da.Johnson right end to DET 11 for 1 yard (T.Wilson).",5,NA,"4 DL, 1 LB, 6 DB",0,0,"run",35.6,21,0,0,1,4.2,1,4,1,6
"21",2017091004,694,3,8,1,"short","middle","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(4:49) (Shotgun) C.Palmer pass incomplete short middle to L.Fitzgerald (Q.Diggs).",5,4,"4 DL, 1 LB, 6 DB",0,0,"pass",35.6,21,0,0,1,4.16666666666667,1,4,1,6
"22",2017091004,757,1,5,1,"short","right","C.Palmer",1,NA,NA,0,0,2,"ARI","DET",1,"(4:36) C.Palmer pass short right to Da.Johnson pushed ob at DET 3 for 2 yards (G.Quin) [C.Washington].",8,6,"4 DL, 3 LB, 4 DB",0,0,"pass",35.6,21,1,0,1,4.42857142857143,2,4,3,4
"23",2017091004,781,2,3,1,NA,NA,NA,0,"middle","Da.Johnson",1,0,1,"ARI","DET",1,"(4:04) (Shotgun) Da.Johnson up the middle to DET 2 for 1 yard (A.Zettel).",7,NA,"4 DL, 2 LB, 5 DB",0,0,"run",35.6,21,0,0,1,4.42857142857143,2,4,2,5
"24",2017091004,802,3,2,1,"short","right","C.Palmer",1,NA,NA,0,0,-4,"ARI","DET",1,"(3:22) (Shotgun) C.Palmer pass short right to J.Gresham to DET 6 for -4 yards (M.Killebrew).",7,4,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,0,0,1,4.375,2,4,2,5
"25",2017091004,876,1,10,1,NA,NA,NA,0,"right","A.Abdullah",1,0,1,"DET","ARI",1,"(2:35) A.Abdullah right tackle to DET 8 for 1 yard (T.Mathieu).",6,NA,"2 DL, 4 LB, 5 DB",0,0,"run",82.7,19,0,1,1,4,0,2,4,5
"26",2017091004,897,2,9,1,"short","right","M.Stafford",1,NA,NA,0,0,7,"DET","ARI",1,"(2:02) (No Huddle, Shotgun) M.Stafford pass short right to G.Tate to DET 15 for 7 yards (A.Bethea).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4,0,2,4,5
"27",2017091004,921,3,2,1,"short","right","M.Stafford",1,NA,NA,0,1,2,"DET","ARI",1,"(1:18) (No Huddle, Shotgun) M.Stafford pass short right to T.Riddick to DET 17 for 2 yards (J.Bynes) [F.Rucker].",6,3,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,3.875,0,2,4,5
"28",2017091004,945,1,10,1,NA,NA,NA,0,"right","T.Riddick",1,0,-1,"DET","ARI",1,"(:46) (No Huddle) T.Riddick right end to DET 16 for -1 yards (C.Jones).",7,NA,"2 DL, 4 LB, 5 DB",0,0,"run",82.7,19,0,1,1,3.875,0,2,4,5
"29",2017091004,966,2,11,1,"short","right","M.Stafford",1,NA,NA,0,0,9,"DET","ARI",1,"(:24) (No Huddle, Shotgun) M.Stafford pass short right to K.Golladay to DET 25 for 9 yards (J.Bynes).",6,6,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,1,1,1,4.11111111111111,1,2,4,5
"30",2017091004,1030,3,7,2,"deep","middle","M.Stafford",1,NA,NA,0,1,18,"DET","ARI",1,"(15:00) (Shotgun) M.Stafford pass deep middle to G.Tate to DET 38 for 18 yards (T.Branch). Penalty on ARZ-P.Peterson, Defensive Holding, declined.",6,4,"2 DL, 3 LB, 6 DB",0,0,"pass",82.7,19,0,1,1,4.1,1,2,3,6
"31",2017091004,1065,1,10,2,NA,NA,NA,0,"left","A.Abdullah",1,0,3,"DET","ARI",1,"(14:27) (Shotgun) A.Abdullah left tackle to DET 41 for 3 yards (K.Dansby).",6,NA,"3 DL, 3 LB, 5 DB",0,0,"run",82.7,19,0,1,1,4.1,1,3,3,5
"32",2017091004,1086,2,7,2,"short","middle","M.Stafford",1,NA,NA,0,0,6,"DET","ARI",1,"(14:01) (No Huddle, Shotgun) M.Stafford pass short middle to G.Tate to DET 47 for 6 yards (H.Reddick).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.09090909090909,1,2,4,5
"33",2017091004,1110,3,1,2,"short","left","M.Stafford",1,NA,NA,0,0,-1,"DET","ARI",1,"(13:16) (No Huddle, Shotgun) M.Stafford pass short left to T.Riddick to DET 46 for -1 yards (H.Reddick).",5,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.08333333333333,1,2,4,5
"34",2017091004,1157,1,10,2,"short","left","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(12:37) C.Palmer pass incomplete short left to J.Brown.",7,5,"4 DL, 3 LB, 4 DB",0,0,"pass",35.6,21,1,0,1,4.44444444444444,3,4,3,4
"35",2017091004,1179,2,10,2,NA,NA,NA,0,"left","Da.Johnson",1,0,3,"ARI","DET",1,"(12:33) Da.Johnson left tackle to ARZ 25 for 3 yards (A.Spence).",5,NA,"4 DL, 1 LB, 6 DB",0,0,"run",35.6,21,0,0,1,4.44444444444444,3,4,1,6
"36",2017091004,1200,3,7,2,"short","middle","C.Palmer",1,NA,NA,0,1,33,"ARI","DET",1,"(11:53) (Shotgun) C.Palmer pass short middle to L.Fitzgerald pushed ob at DET 42 for 33 yards (Q.Diggs).",6,6,"4 DL, 1 LB, 6 DB",0,0,"pass",35.6,21,1,0,1,4.6,4,4,1,6
"37",2017091004,1224,1,10,2,"short","right","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(11:20) C.Palmer pass incomplete short right to Da.Johnson (H.Ngata).",6,5,"4 DL, 3 LB, 4 DB",0,0,"pass",35.6,21,1,0,1,4.63636363636364,5,4,3,4
"38",2017091004,1281,2,25,2,"deep","middle","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(10:49) (Shotgun) C.Palmer pass deep middle intended for J.Brown INTERCEPTED by G.Quin at DET 33. G.Quin to ARZ 42 for 25 yards (J.Gresham).",6,4,"4 DL, 2 LB, 5 DB",0,1,"pass",35.6,21,0,0,2,4.58333333333333,5,4,2,5
"39",2017091004,1342,1,20,2,NA,NA,NA,0,"right","A.Abdullah",1,0,5,"DET","ARI",1,"(10:19) (Shotgun) A.Abdullah right tackle to ARZ 47 for 5 yards (H.Reddick; K.Dansby).",6,NA,"2 DL, 4 LB, 5 DB",0,0,"run",82.7,19,0,1,1,4.08333333333333,1,2,4,5
"40",2017091004,1363,2,15,2,"short","right","M.Stafford",1,NA,NA,0,0,3,"DET","ARI",1,"(9:47) (No Huddle, Shotgun) M.Stafford pass short right to A.Abdullah to ARZ 44 for 3 yards (H.Reddick).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.07692307692308,1,2,4,5
"41",2017091004,1387,3,12,2,NA,NA,NA,1,"middle","M.Stafford",0,1,15,"DET","ARI",1,"(9:05) (No Huddle, Shotgun) M.Stafford scrambles up the middle to ARZ 29 for 15 yards (T.Branch).",5,NA,"2 DL, 4 LB, 5 DB",0,0,"run",82.7,19,0,1,1,4.07692307692308,1,2,4,5
"42",2017091004,1413,1,10,2,NA,NA,NA,0,"middle","D.Washington",1,0,5,"DET","ARI",1,"(8:19) (No Huddle, Shotgun) D.Washington up the middle to ARZ 24 for 5 yards (J.Mauro).",6,NA,"2 DL, 4 LB, 5 DB",0,0,"run",82.7,19,0,1,1,4.07692307692308,1,2,4,5
"43",2017091004,1434,2,5,2,"short","middle","M.Stafford",1,NA,NA,0,0,0,"DET","ARI",1,"(7:40) (No Huddle, Shotgun) M.Stafford pass incomplete short middle to T.Jones (A.Bethea).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.07142857142857,1,2,4,5
"44",2017091004,1457,3,5,2,"short","right","M.Stafford",1,NA,NA,0,1,5,"DET","ARI",1,"(7:33) (No Huddle, Shotgun) M.Stafford pass short right to E.Ebron to ARZ 19 for 5 yards (T.Branch).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.06666666666667,1,2,4,5
"45",2017091004,1481,1,10,2,"short","middle","M.Stafford",1,NA,NA,0,0,6,"DET","ARI",1,"(7:09) (No Huddle, Shotgun) M.Stafford pass short middle to G.Tate to ARZ 13 for 6 yards (K.Dansby).",6,3,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4,1,2,4,5
"46",2017091004,1505,2,4,2,NA,NA,NA,0,"right","A.Abdullah",1,0,3,"DET","ARI",1,"(6:34) (No Huddle, Shotgun) A.Abdullah right tackle to ARZ 10 for 3 yards (H.Reddick).",6,NA,"2 DL, 4 LB, 5 DB",0,0,"run",82.7,19,0,1,1,4,1,2,4,5
"47",2017091004,1526,3,1,2,NA,NA,NA,0,"right","D.Washington",1,1,6,"DET","ARI",1,"(5:50) A.Barrett reported in as eligible.  D.Washington right end to ARZ 4 for 6 yards (H.Reddick).",9,NA,"4 DL, 4 LB, 3 DB",0,0,"run",82.7,19,0,1,1,4,1,4,4,3
"48",2017091004,1549,1,4,2,NA,NA,NA,0,"left","A.Abdullah",1,0,-2,"DET","ARI",1,"(5:09) (No Huddle, Shotgun) A.Abdullah left tackle to ARZ 6 for -2 yards (C.Jones).",7,NA,"2 DL, 4 LB, 5 DB",0,0,"run",82.7,19,0,1,1,4,1,2,4,5
"49",2017091004,1570,2,6,2,"short","left","M.Stafford",1,NA,NA,0,1,6,"DET","ARI",1,"(4:30) (No Huddle, Shotgun) M.Stafford pass short left to M.Jones for 6 yards, TOUCHDOWN.",7,4,"3 DL, 4 LB, 4 DB",0,0,"pass",82.7,19,0,1,1,4,1,3,4,4
"50",2017091004,1590,0,0,2,NA,NA,NA,0,NA,"J.Rudock",1,0,0,"DET","ARI",1,"(Kick formation) TWO-POINT CONVERSION ATTEMPT. J.Rudock rushes right end. ATTEMPT FAILS.",8,NA,"4 DL, 3 LB, 4 DB",0,0,"run",82.7,19,0,1,1,4,1,4,3,4
"51",2017091004,1633,1,10,2,"short","left","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(4:17) C.Palmer pass short left intended for L.Fitzgerald INTERCEPTED by Q.Diggs at ARZ 29. Q.Diggs ran ob at ARZ 14 for 15 yards (J.Gresham). The Replay Official reviewed the pass interception ruling, and the play was REVERSED. C.Palmer pass incomplete short left to L.Fitzgerald.",7,5,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,1,0,2,4.61538461538461,6,4,2,5
"52",2017091004,1699,2,10,2,"deep","left","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(4:15) (Shotgun) C.Palmer pass incomplete deep left to L.Fitzgerald.",6,4,"4 DL, 3 LB, 4 DB",0,0,"pass",35.6,21,0,0,2,4.57142857142857,6,4,3,4
"53",2017091004,1725,3,10,2,"deep","left","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(4:10) (Shotgun) C.Palmer pass incomplete deep left.",5,4,"4 DL, 1 LB, 6 DB",0,0,"pass",35.6,21,0,0,2,4.53333333333333,6,4,1,6
"54",2017091004,1769,1,10,2,NA,NA,NA,0,"left","A.Abdullah",1,0,-4,"DET","ARI",1,"(3:54) A.Abdullah left end to DET 34 for -4 yards (F.Rucker).",8,NA,"3 DL, 4 LB, 4 DB",0,0,"run",82.7,19,0,1,1,4,1,3,4,4
"55",2017091004,1790,2,14,2,"short","right","M.Stafford",1,NA,NA,0,0,5,"DET","ARI",1,"(3:15) (Shotgun) M.Stafford pass short right to G.Tate to DET 39 for 5 yards (J.Bynes).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4,1,2,4,5
"56",2017091004,1814,3,9,2,"short","right","M.Stafford",1,NA,NA,0,0,1,"DET","ARI",1,"(2:31) (No Huddle, Shotgun) M.Stafford pass short right to T.Riddick to DET 40 for 1 yard (T.Branch) [C.Peters].",5,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4,1,2,4,5
"57",2017091004,1878,1,10,2,"short","left","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(1:53) (Shotgun) C.Palmer pass incomplete short left to L.Fitzgerald (Q.Diggs).",6,4,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,0,0,2,4.5,6,4,2,5
"58",2017091004,1900,2,10,2,"short","right","C.Palmer",1,NA,NA,0,1,12,"ARI","DET",1,"(1:49) (Shotgun) C.Palmer pass short right to J.Brown to ARZ 42 for 12 yards (N.Lawson).",6,5,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,1,0,2,4.52941176470588,7,4,2,5
"59",2017091004,1924,1,10,2,"short","right","C.Palmer",1,NA,NA,0,1,11,"ARI","DET",1,"(1:30) (No Huddle, Shotgun) C.Palmer pass short right to J.Brown ran ob at DET 47 for 11 yards.",6,4,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,0,0,2,4.5,7,4,2,5
"60",2017091004,1958,1,10,2,"short","middle","C.Palmer",1,NA,NA,0,1,18,"ARI","DET",1,"(1:25) (No Huddle, Shotgun) C.Palmer pass short middle to L.Fitzgerald to DET 29 for 18 yards (G.Quin).",6,4,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,0,0,2,4.47368421052632,7,4,2,5
"61",2017091004,2037,1,10,2,"short","right","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(1:16) (Shotgun) C.Palmer pass incomplete short right to J.Brown.",6,4,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,0,0,2,4.45,7,4,2,5
"62",2017091004,2059,2,10,2,NA,NA,NA,0,"left","Da.Johnson",1,0,3,"ARI","DET",1,"(1:11) (Shotgun) Da.Johnson left end pushed ob at DET 23 for 3 yards (J.Davis).",6,NA,"4 DL, 2 LB, 5 DB",0,0,"run",35.6,21,0,0,2,4.45,7,4,2,5
"63",2017091004,2081,3,7,2,"short","right","C.Palmer",1,NA,NA,0,1,9,"ARI","DET",1,"(1:04) (Shotgun) C.Palmer pass short right to J.Brown ran ob at DET 14 for 9 yards.",7,5,"4 DL, 1 LB, 6 DB",0,0,"pass",35.6,21,1,0,2,4.47619047619048,8,4,1,6
"64",2017091004,2122,1,10,2,"short","middle","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(:59) (Shotgun) C.Palmer pass incomplete short middle to J.Gresham.",6,4,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,0,0,2,4.45454545454545,8,4,2,5
"65",2017091004,2144,2,10,2,"short","middle","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(:55) (Shotgun) C.Palmer pass incomplete short middle to L.Fitzgerald.",4,3,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,0,0,2,4.39130434782609,8,4,2,5
"66",2017091004,2166,3,10,2,"short","right","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(:51) (Shotgun) C.Palmer pass incomplete short right to J.Brown [J.Ledbetter].",5,3,"4 DL, 1 LB, 6 DB",0,0,"pass",35.6,21,0,0,2,4.33333333333333,8,4,1,6
"67",2017091004,2208,1,10,2,"short","middle","M.Stafford",1,NA,NA,0,1,13,"DET","ARI",1,"(:39) (Shotgun) M.Stafford pass short middle to T.Riddick to DET 35 for 13 yards (P.Peterson; T.Branch).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4,1,2,4,5
"68",2017091004,2249,1,10,2,"short","left","M.Stafford",1,NA,NA,0,0,0,"DET","ARI",1,"(:32) (Shotgun) M.Stafford pass incomplete short left to E.Ebron (T.Branch).",6,5,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,1,1,1,4.04761904761905,2,2,4,5
"69",2017091004,2271,2,10,2,"short","left","M.Stafford",1,NA,NA,0,0,0,"DET","ARI",1,"(:28) (Shotgun) M.Stafford pass incomplete short left to K.Golladay.",7,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.04545454545455,2,2,4,5
"70",2017091004,2293,3,10,2,"short","middle","M.Stafford",1,NA,NA,0,1,19,"DET","ARI",1,"(:24) (Shotgun) M.Stafford pass short middle to G.Tate to ARZ 46 for 19 yards (A.Bethea).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.04347826086957,2,2,4,5
"71",2017091004,2334,1,10,2,"short","middle","M.Stafford",1,NA,NA,0,0,0,"DET","ARI",1,"(:17) (Shotgun) M.Stafford pass incomplete short middle to A.Abdullah [C.Jones].",7,5,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,1,1,1,4.08333333333333,3,2,4,5
"72",2017091004,2356,2,10,2,"short","middle","M.Stafford",1,NA,NA,0,0,0,"DET","ARI",1,"(:12) (Shotgun) M.Stafford pass incomplete short middle to T.Jones (T.Branch).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.08,3,2,4,5
"73",2017091004,2378,3,10,2,"short","middle","M.Stafford",1,NA,NA,0,0,6,"DET","ARI",1,"(:08) (Shotgun) M.Stafford pass short middle to A.Abdullah to ARZ 40 for 6 yards (K.Dansby).",5,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.07692307692308,3,2,4,5
"74",2017091004,2481,1,10,3,NA,NA,NA,0,"right","D.Washington",1,0,0,"DET","ARI",1,"(15:00) (Shotgun) D.Washington right tackle to DET 25 for no gain (C.Peters).",6,NA,"3 DL, 3 LB, 5 DB",0,0,"run",82.7,19,0,1,1,4.07692307692308,3,3,3,5
"75",2017091004,2502,2,10,3,"short","right","M.Stafford",1,NA,NA,0,0,4,"DET","ARI",1,"(14:26) (No Huddle) M.Stafford pass short right to E.Ebron to DET 29 for 4 yards (J.Bynes).",7,4,"3 DL, 3 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.07407407407407,3,3,3,5
"76",2017091004,2526,3,6,3,"short","middle","M.Stafford",1,NA,NA,0,1,11,"DET","ARI",1,"(13:41) (No Huddle, Shotgun) M.Stafford pass short middle to G.Tate to DET 40 for 11 yards (T.Branch).",6,5,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,1,1,1,4.10714285714286,4,2,4,5
"77",2017091004,2550,1,10,3,NA,NA,NA,0,"right","A.Abdullah",1,0,2,"DET","ARI",1,"(13:04) (No Huddle, Shotgun) A.Abdullah right tackle to DET 42 for 2 yards (X.Williams).",6,NA,"2 DL, 4 LB, 5 DB",0,0,"run",82.7,19,0,1,1,4.10714285714286,4,2,4,5
"78",2017091004,2571,2,8,3,"short","right","M.Stafford",1,NA,NA,0,0,5,"DET","ARI",1,"(12:24) (No Huddle, Shotgun) M.Stafford pass short right to K.Golladay to DET 47 for 5 yards (J.Bethel).",6,4,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,0,1,1,4.10344827586207,4,2,4,5
"79",2017091004,2595,3,3,3,"short","left","M.Stafford",1,NA,NA,0,0,0,"DET","ARI",1,"(11:44) (No Huddle, Shotgun) M.Stafford pass incomplete short left to G.Tate (P.Peterson).",6,5,"2 DL, 4 LB, 5 DB",0,0,"pass",82.7,19,1,1,1,4.13333333333333,5,2,4,5
"80",2017091004,2640,1,10,3,NA,NA,NA,0,"left","Da.Johnson",1,0,3,"ARI","DET",1,"(11:26) Da.Johnson left end ran ob at ARZ 9 for 3 yards (T.Whitehead).",6,NA,"4 DL, 2 LB, 5 DB",0,0,"run",35.6,21,0,0,2,4.33333333333333,8,4,2,5
"81",2017091004,2661,2,7,3,"short","left","C.Palmer",1,NA,NA,0,1,16,"ARI","DET",1,"(10:53) (Shotgun) C.Palmer pass short left to Da.Johnson to ARZ 25 for 16 yards (D.Hayden) [T.Whitehead].",7,5,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,1,0,2,4.36,9,4,2,5
"82",2017091004,2685,1,10,3,NA,NA,NA,0,"middle","K.Williams",1,0,4,"ARI","DET",1,"(10:12) K.Williams up the middle to ARZ 29 for 4 yards (A.Robinson).",6,NA,"4 DL, 2 LB, 5 DB",0,0,"run",35.6,21,0,0,2,4.36,9,4,2,5
"83",2017091004,2739,1,10,3,NA,NA,NA,0,"left","J.Brown",1,1,10,"ARI","DET",1,"(9:23) J.Brown left end ran ob at DET 46 for 10 yards (T.Wilson).",7,NA,"4 DL, 2 LB, 5 DB",0,0,"run",35.6,21,0,0,2,4.36,9,4,2,5
"84",2017091004,2760,1,10,3,"short","left","C.Palmer",1,NA,NA,0,0,0,"ARI","DET",1,"(8:54) C.Palmer pass incomplete short left to J.Nelson.",7,6,"4 DL, 2 LB, 5 DB",0,0,"pass",35.6,21,1,0,2,4.42307692307692,10,4,2,5
