"","gameId","playId","playDescription","defendersInTheBox","numberOfPassRushers","personnel.defense","play_type","qbr"
"50",2017091004,1590,"(Kick formation) TWO-POINT CONVERSION ATTEMPT. J.Rudock rushes right end. ATTEMPT FAILS.",8,NA,"4 DL, 3 LB, 4 DB","run",0
"51",2017091004,1633,"(4:17) C.Palmer pass short left intended for L.Fitzgerald INTERCEPTED by Q.Diggs at ARZ 29. Q.Diggs ran ob at ARZ 14 for 15 yards (J.Gresham). The Replay Official reviewed the pass interception ruling, and the play was REVERSED. C.Palmer pass incomplete short left to L.Fitzgerald.",7,5,"4 DL, 2 LB, 5 DB","pass",35.6
"52",2017091004,1699,"(4:15) (Shotgun) C.Palmer pass incomplete deep left to L.Fitzgerald.",6,4,"4 DL, 3 LB, 4 DB","pass",35.6
"53",2017091004,1725,"(4:10) (Shotgun) C.Palmer pass incomplete deep left.",5,4,"4 DL, 1 LB, 6 DB","pass",35.6
"54",2017091004,1769,"(3:54) A.Abdullah left end to DET 34 for -4 yards (F.Rucker).",8,NA,"3 DL, 4 LB, 4 DB","run",0
"55",2017091004,1790,"(3:15) (Shotgun) M.Stafford pass short right to G.Tate to DET 39 for 5 yards (J.Bynes).",6,4,"2 DL, 4 LB, 5 DB","pass",0
"56",2017091004,1814,"(2:31) (No Huddle, Shotgun) M.Stafford pass short right to T.Riddick to DET 40 for 1 yard (T.Branch) [C.Peters].",5,4,"2 DL, 4 LB, 5 DB","pass",0
"57",2017091004,1878,"(1:53) (Shotgun) C.Palmer pass incomplete short left to L.Fitzgerald (Q.Diggs).",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"58",2017091004,1900,"(1:49) (Shotgun) C.Palmer pass short right to J.Brown to ARZ 42 for 12 yards (N.Lawson).",6,5,"4 DL, 2 LB, 5 DB","pass",35.6
"59",2017091004,1924,"(1:30) (No Huddle, Shotgun) C.Palmer pass short right to J.Brown ran ob at DET 47 for 11 yards.",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"60",2017091004,1958,"(1:25) (No Huddle, Shotgun) C.Palmer pass short middle to L.Fitzgerald to DET 29 for 18 yards (G.Quin).",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"61",2017091004,2037,"(1:16) (Shotgun) C.Palmer pass incomplete short right to J.Brown.",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"62",2017091004,2059,"(1:11) (Shotgun) Da.Johnson left end pushed ob at DET 23 for 3 yards (J.Davis).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"63",2017091004,2081,"(1:04) (Shotgun) C.Palmer pass short right to J.Brown ran ob at DET 14 for 9 yards.",7,5,"4 DL, 1 LB, 6 DB","pass",35.6
"64",2017091004,2122,"(:59) (Shotgun) C.Palmer pass incomplete short middle to J.Gresham.",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"65",2017091004,2144,"(:55) (Shotgun) C.Palmer pass incomplete short middle to L.Fitzgerald.",4,3,"4 DL, 2 LB, 5 DB","pass",35.6
"66",2017091004,2166,"(:51) (Shotgun) C.Palmer pass incomplete short right to J.Brown [J.Ledbetter].",5,3,"4 DL, 1 LB, 6 DB","pass",35.6
"67",2017091004,2208,"(:39) (Shotgun) M.Stafford pass short middle to T.Riddick to DET 35 for 13 yards (P.Peterson; T.Branch).",6,4,"2 DL, 4 LB, 5 DB","pass",0
"68",2017091004,2249,"(:32) (Shotgun) M.Stafford pass incomplete short left to E.Ebron (T.Branch).",6,5,"2 DL, 4 LB, 5 DB","pass",0
"69",2017091004,2271,"(:28) (Shotgun) M.Stafford pass incomplete short left to K.Golladay.",7,4,"2 DL, 4 LB, 5 DB","pass",0
"70",2017091004,2293,"(:24) (Shotgun) M.Stafford pass short middle to G.Tate to ARZ 46 for 19 yards (A.Bethea).",6,4,"2 DL, 4 LB, 5 DB","pass",0
"71",2017091004,2334,"(:17) (Shotgun) M.Stafford pass incomplete short middle to A.Abdullah [C.Jones].",7,5,"2 DL, 4 LB, 5 DB","pass",0
"72",2017091004,2356,"(:12) (Shotgun) M.Stafford pass incomplete short middle to T.Jones (T.Branch).",6,4,"2 DL, 4 LB, 5 DB","pass",0
"73",2017091004,2378,"(:08) (Shotgun) M.Stafford pass short middle to A.Abdullah to ARZ 40 for 6 yards (K.Dansby).",5,4,"2 DL, 4 LB, 5 DB","pass",0
"74",2017091004,2481,"(15:00) (Shotgun) D.Washington right tackle to DET 25 for no gain (C.Peters).",6,NA,"3 DL, 3 LB, 5 DB","run",0
"75",2017091004,2502,"(14:26) (No Huddle) M.Stafford pass short right to E.Ebron to DET 29 for 4 yards (J.Bynes).",7,4,"3 DL, 3 LB, 5 DB","pass",0
"76",2017091004,2526,"(13:41) (No Huddle, Shotgun) M.Stafford pass short middle to G.Tate to DET 40 for 11 yards (T.Branch).",6,5,"2 DL, 4 LB, 5 DB","pass",0
"77",2017091004,2550,"(13:04) (No Huddle, Shotgun) A.Abdullah right tackle to DET 42 for 2 yards (X.Williams).",6,NA,"2 DL, 4 LB, 5 DB","run",0
"78",2017091004,2571,"(12:24) (No Huddle, Shotgun) M.Stafford pass short right to K.Golladay to DET 47 for 5 yards (J.Bethel).",6,4,"2 DL, 4 LB, 5 DB","pass",0
"79",2017091004,2595,"(11:44) (No Huddle, Shotgun) M.Stafford pass incomplete short left to G.Tate (P.Peterson).",6,5,"2 DL, 4 LB, 5 DB","pass",0
"80",2017091004,2640,"(11:26) Da.Johnson left end ran ob at ARZ 9 for 3 yards (T.Whitehead).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"81",2017091004,2661,"(10:53) (Shotgun) C.Palmer pass short left to Da.Johnson to ARZ 25 for 16 yards (D.Hayden) [T.Whitehead].",7,5,"4 DL, 2 LB, 5 DB","pass",35.6
"82",2017091004,2685,"(10:12) K.Williams up the middle to ARZ 29 for 4 yards (A.Robinson).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"83",2017091004,2739,"(9:23) J.Brown left end ran ob at DET 46 for 10 yards (T.Wilson).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"84",2017091004,2760,"(8:54) C.Palmer pass incomplete short left to J.Nelson.",7,6,"4 DL, 2 LB, 5 DB","pass",35.6
"85",2017091004,2786,"(8:49) (Shotgun) C.Palmer pass short left to J.Nelson to DET 32 for 14 yards (D.Hayden).",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"86",2017091004,2810,"(8:28) (No Huddle) C.Palmer pass short right to J.Brown to DET 32 for no gain (D.Slay).",7,4,"4 DL, 2 LB, 5 DB","pass",35.6
"87",2017091004,2834,"(7:46) C.Palmer pass short middle to Da.Johnson to DET 24 for 8 yards (Q.Diggs).",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"88",2017091004,2858,"(7:01) (Shotgun) C.Palmer pass short left to L.Fitzgerald ran ob at DET 17 for 7 yards (J.Davis).",7,4,"4 DL, 2 LB, 5 DB","pass",35.6
"89",2017091004,2913,"(6:09) C.Palmer pass incomplete short left to T.Niklas (M.Killebrew).",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"90",2017091004,2935,"(6:04) (Shotgun) C.Palmer pass deep left to Da.Johnson to DET 3 for 24 yards (G.Quin). ARZ-Da.Johnson was injured during the play. His return is Questionable.",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"91",2017091004,2962,"(5:42) K.Williams up the middle for 3 yards, TOUCHDOWN.",8,NA,"4 DL, 2 LB, 5 DB","run",0
"92",2017091004,3019,"(5:32) M.Stafford pass deep right to M.Jones pushed ob at DET 47 for 31 yards (T.Branch).",7,5,"3 DL, 3 LB, 5 DB","pass",0
"93",2017091004,3043,"(5:01) (No Huddle, Shotgun) A.Abdullah right tackle to DET 49 for 2 yards (M.Golden).",7,NA,"2 DL, 4 LB, 5 DB","run",0
"94",2017091004,3064,"(4:24) (No Huddle) M.Stafford pass incomplete short middle to K.Golladay.",6,4,"2 DL, 4 LB, 5 DB","pass",0
"95",2017091004,3086,"(4:19) (No Huddle, Shotgun) M.Stafford pass incomplete deep right. ball thrown away",6,3,"2 DL, 4 LB, 5 DB","pass",0
"96",2017091004,3146,"(4:03) Da.Johnson left end to ARZ 26 for 5 yards (A.Robinson). FUMBLES (A.Robinson), RECOVERED by DET-J.Davis at ARZ 26. J.Davis to ARZ 10 for 16 yards (Da.Johnson).",6,NA,"4 DL, 2 LB, 5 DB","run",0
"97",2017091004,3178,"(3:52) (Shotgun) D.Washington left tackle to ARZ 7 for 3 yards (J.Mauro).",6,NA,"3 DL, 3 LB, 5 DB","run",0
"98",2017091004,3199,"(3:15) (Shotgun) M.Stafford pass short middle to T.Riddick for 7 yards, TOUCHDOWN. The Replay Official reviewed the runner was not down by contact ruling, and the play was Upheld. The ruling on the field was confirmed.",6,4,"3 DL, 3 LB, 5 DB","pass",0
"99",2017091004,3219,"TWO-POINT CONVERSION ATTEMPT. M.Stafford pass to K.Golladay is incomplete. ATTEMPT FAILS.",7,NA,"2 DL, 4 LB, 5 DB","pass",0
"100",2017091004,3254,"(3:07) C.Palmer pass short middle to J.Gresham to ARZ 33 for 8 yards (J.Davis).",7,4,"4 DL, 2 LB, 5 DB","pass",35.6
"101",2017091004,3278,"(2:26) K.Williams left tackle to ARZ 34 for 1 yard (A.Barrett; T.Whitehead). DET-H.Ngata was injured during the play.",6,NA,"4 DL, 2 LB, 5 DB","run",0
"102",2017091004,3299,"(1:48) K.Williams left tackle to ARZ 35 for 1 yard (T.Whitehead).",10,NA,"4 DL, 4 LB, 3 DB","run",0
"103",2017091004,3347,"(:48) K.Williams up the middle to ARZ 31 for 1 yard (T.Wilson).",7,NA,"4 DL, 2 LB, 5 DB","run",0
"104",2017091004,3368,"(:04) C.Palmer pass short left to J.Nelson to ARZ 39 for 8 yards (N.Lawson).",6,5,"4 DL, 1 LB, 6 DB","pass",35.6
"105",2017091004,3409,"(15:00) (Shotgun) C.Palmer sacked at ARZ 34 for -5 yards (A.Zettel).",5,4,"3 DL, 1 LB, 7 DB","pass",35.6
"106",2017091004,3453,"(14:16) G.Tate right end to DET 47 for 14 yards (T.Mathieu; J.Bethel). PENALTY on DET-T.Lang, Illegal Block Above the Waist, 10 yards, enforced at DET 39.",7,NA,"2 DL, 4 LB, 5 DB","run",0
"107",2017091004,3485,"(13:41) (Shotgun) M.Stafford pass incomplete short left to T.Riddick.",5,5,"2 DL, 4 LB, 5 DB","pass",0
"108",2017091004,3507,"(13:35) (No Huddle, Shotgun) M.Stafford pass short left to G.Tate to DET 33 for 4 yards (K.Dansby; A.Bethea).",6,4,"2 DL, 4 LB, 5 DB","pass",0
"109",2017091004,3531,"(12:53) (No Huddle, Shotgun) M.Stafford pass deep right to T.Jones to DET 49 for 16 yards (J.Bethel).",4,5,"1 DL, 3 LB, 7 DB","pass",0
"110",2017091004,3572,"(12:06) (Shotgun) M.Stafford pass short right to G.Tate to ARZ 34 for 17 yards (T.Mathieu). Penalty on ARZ-H.Reddick, Illegal Use of Hands, declined.",6,5,"2 DL, 4 LB, 5 DB","pass",0
"111",2017091004,3607,"(11:44) A.Abdullah right end to ARZ 30 for 4 yards (T.Branch).",6,NA,"3 DL, 4 LB, 4 DB","run",0
"112",2017091004,3628,"(11:03) (Shotgun) M.Stafford pass deep left to T.Jones ran ob at ARZ 14 for 16 yards.",6,4,"2 DL, 4 LB, 5 DB","pass",0
"113",2017091004,3652,"(11:03) (No Huddle) A.Abdullah left end to ARZ 13 for 1 yard (T.Branch). PENALTY on ARZ-C.Peters, Defensive Holding, 5 yards, enforced at ARZ 13.",7,NA,"2 DL, 4 LB, 5 DB","run",0
"114",2017091004,3684,"(10:18) (Shotgun) A.Abdullah right end to ARZ 10 for -2 yards (H.Reddick; F.Rucker).",6,NA,"3 DL, 3 LB, 5 DB","run",0
"115",2017091004,3705,"(9:33) (No Huddle, Shotgun) M.Stafford pass short left to K.Golladay for 10 yards, TOUCHDOWN.",7,4,"3 DL, 3 LB, 5 DB","pass",0
"116",2017091004,3725,"TWO-POINT CONVERSION ATTEMPT. M.Stafford pass to M.Jones is incomplete. ATTEMPT FAILS. Penalty on DET-M.Jones, Offensive Pass Interference, declined.",8,NA,"2 DL, 4 LB, 5 DB","pass",0
"117",2017091004,3778,"(9:27) (Shotgun) C.Palmer pass short left to A.Ellington to ARZ 49 for 24 yards (J.Davis).",6,4,"4 DL, 2 LB, 5 DB","pass",35.6
"118",2017091004,3802,"(8:49) C.Palmer pass incomplete short middle to T.Niklas (P.Worrilow).",7,4,"4 DL, 3 LB, 4 DB","pass",35.6
"119",2017091004,3824,"(8:43) C.Palmer pass short left to K.Williams to DET 49 for 2 yards (T.Whitehead; J.Ledbetter).",6,3,"4 DL, 2 LB, 5 DB","pass",35.6
"120",2017091004,3883,"(7:26) (Shotgun) C.Palmer pass incomplete deep right to L.Fitzgerald (D.Slay). Penalty on ARZ-A.Shipley, Offensive Holding, declined.",4,3,"3 DL, 1 LB, 7 DB","pass",35.6
"121",2017091004,3941,"(7:08) (Shotgun) A.Abdullah right tackle to DET 35 for 7 yards (J.Bethel).",6,NA,"3 DL, 4 LB, 4 DB","run",0
"122",2017091004,3962,"(6:32) (No Huddle) A.Abdullah left tackle to DET 40 for 5 yards (F.Rucker).",7,NA,"2 DL, 4 LB, 5 DB","run",0
"123",2017091004,3983,"(5:55) (No Huddle, Shotgun) M.Stafford pass short left to G.Tate to ARZ 46 for 14 yards (T.Branch).",6,4,"2 DL, 4 LB, 5 DB","pass",0
"124",2017091004,4007,"(5:07) G.Tate right end to ARZ 45 for 1 yard (K.Dansby).",7,NA,"3 DL, 4 LB, 4 DB","run",0
"125",2017091004,4028,"(4:22) M.Stafford pass deep middle to K.Golladay for 45 yards, TOUCHDOWN.",8,4,"3 DL, 3 LB, 5 DB","pass",0
"126",2017091004,4085,"(4:13) (Shotgun) C.Palmer pass short middle intended for A.Ellington INTERCEPTED by M.Killebrew [A.Robinson] at ARZ 35. M.Killebrew for 35 yards, TOUCHDOWN.",6,4,"4 DL, 1 LB, 6 DB","pass",35.6
"127",2017091004,4148,"(4:03) (Shotgun) C.Palmer pass short middle to J.Gresham to ARZ 36 for 11 yards (J.Davis). PENALTY on DET-J.Davis, Unnecessary Roughness, 15 yards, enforced at ARZ 36.",5,4,"4 DL, 1 LB, 6 DB","pass",35.6
"128",2017091004,4183,"(3:55) (Shotgun) C.Palmer pass short right to A.Ellington to DET 38 for 11 yards (M.Killebrew).",5,4,"4 DL, 1 LB, 6 DB","pass",35.6
"129",2017091004,4207,"(3:31) (No Huddle, Shotgun) C.Palmer pass short middle to L.Fitzgerald to DET 31 for 7 yards (A.Robinson).",6,4,"4 DL, 1 LB, 6 DB","pass",35.6
"130",2017091004,4231,"(3:07) (No Huddle, Shotgun) C.Palmer pass incomplete deep right to L.Fitzgerald (Q.Diggs) [C.Washington].",6,4,"4 DL, 1 LB, 6 DB","pass",35.6
"131",2017091004,4298,"(2:52) (Shotgun) C.Palmer pass short left to J.Nelson to DET 30 for 11 yards (D.Hayden) [J.Valoaga].",4,4,"4 DL, 1 LB, 6 DB","pass",35.6
"132",2017091004,4322,"(2:27) (No Huddle) C.Palmer up the middle to DET 28 for 2 yards (J.Davis).",7,NA,"4 DL, 1 LB, 6 DB","run",35.6
"133",2017091004,4360,"(2:23) (Shotgun) C.Palmer pass incomplete deep right to J.Brown.",5,4,"4 DL, 1 LB, 6 DB","pass",35.6
"134",2017091004,4382,"(2:16) (Shotgun) C.Palmer pass short middle to J.Nelson to DET 19 for 9 yards (J.Davis).",4,3,"4 DL, 1 LB, 6 DB","pass",35.6
"135",2017091004,4423,"(2:00) (Shotgun) C.Palmer pass short left to L.Fitzgerald to DET 14 for 5 yards (J.Davis).",5,4,"4 DL, 2 LB, 5 DB","pass",35.6
"136",2017091004,4480,"(1:38) (Shotgun) C.Palmer pass short left to J.Nelson for 1 yard, TOUCHDOWN.",6,5,"4 DL, 2 LB, 5 DB","pass",35.6
"137",2017091004,4500,"TWO-POINT CONVERSION ATTEMPT. C.Palmer pass to J.Brown is incomplete. ATTEMPT FAILS.",7,NA,"4 DL, 2 LB, 5 DB","pass",35.6
"138",2017091004,4546,"(1:33) D.Washington right tackle to ARZ 38 for 6 yards (J.Mauro).",8,NA,"3 DL, 4 LB, 4 DB","run",0
"139",2017091004,4567,"(:49) D.Washington left tackle to ARZ 36 for 2 yards (C.Peters).",8,NA,"3 DL, 4 LB, 4 DB","run",0
"140",2017090700,68,"(14:55) NE 12-Brady 18th season as Patriots QB, new NFL record for most seasons as QB with one team (Marino & Brodie, 17). T.Brady pass incomplete deep left to D.Allen.",7,3,"3 DL, 4 LB, 4 DB","pass",0
"141",2017090700,94,"(14:49) T.Brady pass short right to R.Burkhead pushed ob at NE 35 for 8 yards (R.Parker).",7,3,"2 DL, 3 LB, 6 DB","pass",0
"142",2017090700,118,"(14:14) (Shotgun) J.White left guard to NE 43 for 8 yards (R.Parker, D.Johnson).",6,NA,"2 DL, 3 LB, 6 DB","run",0
"143",2017090700,139,"(13:52) (No Huddle, Shotgun) J.White up the middle to NE 46 for 3 yards (E.Berry).",6,NA,"2 DL, 3 LB, 6 DB","run",0
"144",2017090700,160,"(13:26) (No Huddle, Shotgun) T.Brady pass deep left to B.Cooks to KC 35 for 19 yards (P.Gaines).",5,4,"2 DL, 3 LB, 6 DB","pass",0
"145",2017090700,189,"(13:02) (No Huddle) J.White left tackle to KC 30 for 5 yards (D.Ford, D.Johnson).",7,NA,"2 DL, 3 LB, 6 DB","run",0
"146",2017090700,210,"(12:35) (No Huddle, Shotgun) T.Brady pass short left to D.Amendola pushed ob at KC 14 for 16 yards (P.Gaines).",6,3,"2 DL, 3 LB, 6 DB","pass",0
"147",2017090700,309,"(12:17) N.Solder reported in as eligible.  T.Brady pass incomplete short right to R.Gronkowski.",9,5,"4 DL, 4 LB, 3 DB","pass",0
"148",2017090700,345,"(12:12) N.Solder reported in as eligible.  M.Gillislee up the middle for 2 yards, TOUCHDOWN.",9,NA,"4 DL, 4 LB, 3 DB","run",0
"149",2017090700,395,"(12:08) (Shotgun) K.Hunt right tackle to KC 32 for 7 yards (J.Richards). FUMBLES (J.Richards), RECOVERED by NE-D.McCourty at KC 32. D.McCourty to KC 32 for no gain (C.Conley).",7,NA,"3 DL, 2 LB, 6 DB","run",0
"150",2017090700,427,"(12:00) (Shotgun) T.Brady pass incomplete deep left to R.Gronkowski.",5,2,"2 DL, 3 LB, 6 DB","pass",0
